id,server,secret,title,tags,views,description,date_taken,latitude,longitude,url_s,owner_name,owner,media,datetaken,in_city,classification
54727540485,65535,b15d8c474c,London - Mayfair: Coach & Horses,london england britain greatbritain unitedkingdom uk europe coachhorses brutonstreet mayfair cityofwestminster pub bar haunted centrallondon westend,83,"The Coach &amp; Horses on Bruton Street dates back to the 1770s and is believed to be one of the first properties built on the street. Rebuilt in 1933 for William Younger &amp; Co. after its original structure was damaged and demolished, the pub is notable for its black-and-white timbered façade and stained-glass windows. It is also steeped in legend: in the 18th century, locals told of a ghostly coach drawn by four horses and driven by a headless figure, with eerie passengers peering out from within. Adding to its historic significance, the pub stands near 17 Bruton Street, the birthplace of Queen Elizabeth II in 1926.",2025-04-19 08:45:25,51.510805,-0.14377,https://live.staticflickr.com/65535/54727540485_b15d8c474c_m.jpg,wallyg,70323761@N00,photo,2025-04-19 08:45:25,True,TOURIST
54736790097,65535,41e6ed34d9,London - Westminster: Westminster Arms,london england britain greatbritain unitedkingdom uk europe westminster cityofwestminster centrallondon westminsterarms pub publichouse bar redlion,40,"The Westminster Arms, located on Storey’s Gate near Westminster Abbey and the Houses of Parliament, occupies a 19th century building that was rebuilt in 1913.  Originally known as The Red Lion, it is one of only six local public houses fitted with a division bell, summoning MPs and Lords back to Parliament within eight minutes to vote. t offers classic British pub fare and cask ales, spread across multiple floors with a ground-floor bar, a basement cellar bar, and a dining room on the upper level.",2025-04-19 10:37:48,51.50058,-0.129731,https://live.staticflickr.com/65535/54736790097_41e6ed34d9_m.jpg,wallyg,70323761@N00,photo,2025-04-19 10:37:48,True,TOURIST
54734264435,65535,153b1e2f01,The World Seen Through a Glass of Cider,gläser london uk bar cider fisheye glasses journey:uk=london202406 handycam cellphonecamera boroughmarket,289,,2024-06-07 14:01:22,51.505372,-0.091453,https://live.staticflickr.com/65535/54734264435_153b1e2f01_m.jpg,noluck,11929105@N00,photo,2024-06-07 14:01:22,True,TOURIST
54667425669,65535,5c978b9e6f,London - Soho: The Clachlan,theclachan publichouse pub bar victorianpub nicholsons soho victoriangothic oxfordcircus cityofwestminster westend centrallondon london england britain greatbritain unitedkingdom uk europe gradeiilisted,44,"The Clachan Public House, a late at 33 Kingly Street, is a late Victorian gothic style public house dating to 1898. Its name, Clachan is a Scots Gaelic word meaning “village” or “hamlet.”",2025-04-17 08:48:31,51.513516,-0.140287,https://live.staticflickr.com/65535/54667425669_5c978b9e6f_m.jpg,wallyg,70323761@N00,photo,2025-04-17 08:48:31,True,TOURIST
54667512465,65535,30629ba5de,London - Soho: The Clachlan,theclachan publichouse pub bar victorianpub nicholsons soho victoriangothic oxfordcircus cityofwestminster westend centrallondon london england britain greatbritain unitedkingdom uk europe gradeiilisted,34,"The Clachan Public House, a late at 33 Kingly Street, is a late Victorian gothic style public house dating to 1898. Its name, Clachan is a Scots Gaelic word meaning “village” or “hamlet.”",2025-04-17 09:51:53,51.513516,-0.140287,https://live.staticflickr.com/65535/54667512465_30629ba5de_m.jpg,wallyg,70323761@N00,photo,2025-04-17 09:51:53,True,TOURIST
54667512465,65535,30629ba5de,London - Soho: The Clachlan,theclachan publichouse pub bar victorianpub nicholsons soho victoriangothic oxfordcircus cityofwestminster westend centrallondon london england britain greatbritain unitedkingdom uk europe gradeiilisted,34,"The Clachan Public House, a late at 33 Kingly Street, is a late Victorian gothic style public house dating to 1898. Its name, Clachan is a Scots Gaelic word meaning “village” or “hamlet.”",2025-04-17 09:51:53,51.513516,-0.140287,https://live.staticflickr.com/65535/54667512465_30629ba5de_m.jpg,wallyg,70323761@N00,photo,2025-04-17 09:51:53,True,TOURIST
54544843398,65535,33024a3ca3,Press for Champagne,champagne france eurostar stpancras paris station bar london england unitedkingdom,97,On the way to Paris May 2025,2025-05-18 11:49:14,51.530811,-0.125989,https://live.staticflickr.com/65535/54544843398_33024a3ca3_m.jpg,alasdair massie,43556229@N07,photo,2025-05-18 11:49:14,True,TOURIST
54667512465,65535,30629ba5de,London - Soho: The Clachlan,theclachan publichouse pub bar victorianpub nicholsons soho victoriangothic oxfordcircus cityofwestminster westend centrallondon london england britain greatbritain unitedkingdom uk europe gradeiilisted,34,"The Clachan Public House, a late at 33 Kingly Street, is a late Victorian gothic style public house dating to 1898. Its name, Clachan is a Scots Gaelic word meaning “village” or “hamlet.”",2025-04-17 09:51:53,51.513516,-0.140287,https://live.staticflickr.com/65535/54667512465_30629ba5de_m.jpg,wallyg,70323761@N00,photo,2025-04-17 09:51:53,True,TOURIST
55140356306,65535,151832125f,London_7767,london england belgravia cafe coffee street,5,Coffee time in Belgravia.,2026-03-02 11:27:13,51.493769,-0.151153,https://live.staticflickr.com/65535/55140356306_151832125f_m.jpg,llaisymor,60502775@N07,photo,2026-03-02 11:27:13,True,TOURIST
55126669926,65535,18591cb624,Leadenhall Market,fujifilm fujix x100f 23mm fixedfocallength primelens pointandshoot england london unitedkingdom city travel tourist architecture british fujinon street market colors vibrance lights cafe,519,"London, England",2026-01-07 03:02:22,51.512628,-0.080916,https://live.staticflickr.com/65535/55126669926_18591cb624_m.jpg,Dtek1701,60755888@N07,photo,2026-01-07 03:02:22,True,TOURIST
55073499777,65535,562dbf4fe9,"London, England",england fujifilm fujix uk x100f travel handheld xseries 23mm fixedfocallength city london winter unitedkingdom wanderingabout tourism tourist lines curves pattern depth architecture cafe,419,Mulled wine anyone?,2026-01-07 09:57:06,51.506558,-0.086023,https://live.staticflickr.com/65535/55073499777_562dbf4fe9_m.jpg,Dtek1701,60755888@N07,photo,2026-01-07 09:57:06,True,TOURIST
55073597299,65535,6487fa15d4,1-16 Radical Harmony,uk london museum painting gallery national krollermuller pointillism postimpressionism watercolor cafe concert lucien pizarro,15,"Music halls: Lucien Pissarro’s 1888 watercolor “At the Café-Concert” among the working class audience, enjoying the evening’s entertainment. Courtesy: The British Museum.
Installation view of “Radical Harmony: Helene Kröller-Müller's Neo-Impressionists”
The National Gallery
London, United Kingdom
September 13, 2025 – February 8, 2026",2025-11-19 16:39:44,51.508942,-0.128477,https://live.staticflickr.com/65535/55073597299_6487fa15d4_m.jpg,MsSusanB,75999404@N06,photo,2025-11-19 16:39:44,True,TOURIST
55073597299,65535,6487fa15d4,1-16 Radical Harmony,uk london museum painting gallery national krollermuller pointillism postimpressionism watercolor cafe concert lucien pizarro,15,"Music halls: Lucien Pissarro’s 1888 watercolor “At the Café-Concert” among the working class audience, enjoying the evening’s entertainment. Courtesy: The British Museum.
Installation view of “Radical Harmony: Helene Kröller-Müller's Neo-Impressionists”
The National Gallery
London, United Kingdom
September 13, 2025 – February 8, 2026",2025-11-19 16:39:44,51.508942,-0.128477,https://live.staticflickr.com/65535/55073597299_6487fa15d4_m.jpg,MsSusanB,75999404@N06,photo,2025-11-19 16:39:44,True,TOURIST
54996007173,65535,bc5696c978,Portrait Gallery,london cafe urban window,287,,2025-01-10 20:50:11,51.509416,-0.12748,https://live.staticflickr.com/65535/54996007173_bc5696c978_m.jpg,moi moi nz,20214683@N00,photo,2025-01-10 20:50:11,True,TOURIST
54862850602,65535,fed4b2a855,Is the cup half full or half empty?,reflection morning cafe cyclist autumn street e20251018 emrold developed iphone15promax apple iphone15promaxbackcamera6765mmf178 juddstreet•stpancras london england unitedkingdom,265,Judd Street • St Pancras • London,2025-10-18 08:10:23,51.527575,-0.124825,https://live.staticflickr.com/65535/54862850602_fed4b2a855_m.jpg,emrold,54515311@N00,photo,2025-10-18 08:10:23,True,TOURIST
54785076150,65535,beec7bcfc9,250913 London 4,cafe southwark london holiday fujifilm xhalf harisabdulrahman queenhithe england unitedkingdom,100,,2025-09-13 16:15:30,51.506672,-0.097795,https://live.staticflickr.com/65535/54785076150_beec7bcfc9_m.jpg,Haris Abdul Rahman,16446277@N03,photo,2025-09-13 16:15:30,True,TOURIST
54784986798,65535,e71300e45f,250913 London 3,cafe southwark london holiday fujifilm xhalf harisabdulrahman queenhithe england unitedkingdom,102,,2025-09-13 16:15:27,51.506672,-0.097795,https://live.staticflickr.com/65535/54784986798_e71300e45f_m.jpg,Haris Abdul Rahman,16446277@N03,photo,2025-09-13 16:15:27,True,TOURIST
54781870554,65535,c6cf7bee81,250911 London 40,cafe exhibitionroad london knightsbridge holiday family harisabdulrahman fujifilm xhalf southkensington england unitedkingdom,59,,2025-09-11 13:36:55,51.495047,-0.173362,https://live.staticflickr.com/65535/54781870554_c6cf7bee81_m.jpg,Haris Abdul Rahman,16446277@N03,photo,2025-09-11 13:36:55,True,TOURIST
54780788977,65535,bbbfdd6539,250911 London 38,cafe exhibitionroad london knightsbridge holiday family harisabdulrahman fujifilm xhalf southkensington england unitedkingdom,146,,2025-09-11 13:36:48,51.495047,-0.173362,https://live.staticflickr.com/65535/54780788977_bbbfdd6539_m.jpg,Haris Abdul Rahman,16446277@N03,photo,2025-09-11 13:36:48,True,TOURIST
54781870494,65535,98d19d83e2,250911 London 39,cafe exhibitionroad london knightsbridge holiday family harisabdulrahman fujifilm xhalf southkensington england unitedkingdom,85,,2025-09-11 13:36:52,51.495047,-0.173362,https://live.staticflickr.com/65535/54781870494_98d19d83e2_m.jpg,Haris Abdul Rahman,16446277@N03,photo,2025-09-11 13:36:52,True,TOURIST
54780788977,65535,bbbfdd6539,250911 London 38,cafe exhibitionroad london knightsbridge holiday family harisabdulrahman fujifilm xhalf southkensington england unitedkingdom,146,,2025-09-11 13:36:48,51.495047,-0.173362,https://live.staticflickr.com/65535/54780788977_bbbfdd6539_m.jpg,Haris Abdul Rahman,16446277@N03,photo,2025-09-11 13:36:48,True,TOURIST
54784986713,65535,57729de28a,250913 London 2,cafe southwark london holiday fujifilm xhalf harisabdulrahman queenhithe england unitedkingdom,100,,2025-09-13 16:12:40,51.506672,-0.097795,https://live.staticflickr.com/65535/54784986713_57729de28a_m.jpg,Haris Abdul Rahman,16446277@N03,photo,2025-09-13 16:12:40,True,TOURIST
54784975379,65535,c2192be317,250913 London 1,cafe southwark london holiday fujifilm xhalf harisabdulrahman queenhithe england unitedkingdom,53,,2025-09-13 16:12:23,51.506672,-0.097795,https://live.staticflickr.com/65535/54784975379_c2192be317_m.jpg,Haris Abdul Rahman,16446277@N03,photo,2025-09-13 16:12:23,True,TOURIST
54781968280,65535,d738cef9fb,250911 London 43,cafe exhibitionroad london knightsbridge holiday family harisabdulrahman fujifilm xhalf southkensington england unitedkingdom,58,,2025-09-11 13:47:43,51.495047,-0.173362,https://live.staticflickr.com/65535/54781968280_d738cef9fb_m.jpg,Haris Abdul Rahman,16446277@N03,photo,2025-09-11 13:47:43,True,TOURIST
54781639251,65535,82d590c91a,250911 London 42,cafe exhibitionroad london knightsbridge holiday family harisabdulrahman fujifilm xhalf southkensington england unitedkingdom,72,,2025-09-11 13:47:34,51.495047,-0.173362,https://live.staticflickr.com/65535/54781639251_82d590c91a_m.jpg,Haris Abdul Rahman,16446277@N03,photo,2025-09-11 13:47:34,True,TOURIST
54659388428,65535,d4997a838a,20250420_69551,london belsizepark cafe espresso caffelatte,114,,2025-04-20 12:00:10,51.546072,-0.162037,https://live.staticflickr.com/65535/54659388428_d4997a838a_m.jpg,Tom Spaulding,29574002@N00,photo,2025-04-20 12:00:10,True,TOURIST
54659388428,65535,d4997a838a,20250420_69551,london belsizepark cafe espresso caffelatte,114,,2025-04-20 12:00:10,51.546072,-0.162037,https://live.staticflickr.com/65535/54659388428_d4997a838a_m.jpg,Tom Spaulding,29574002@N00,photo,2025-04-20 12:00:10,True,TOURIST
54670014996,65535,c60097eeca,Corner Bar,greenbar hotel cafe london,19,,2025-07-19 14:50:41,51.51028,-0.136411,https://live.staticflickr.com/65535/54670014996_c60097eeca_m.jpg,thegarybravo,202988504@N03,photo,2025-07-19 14:50:41,True,TOURIST
54670014996,65535,c60097eeca,Corner Bar,greenbar hotel cafe london,19,,2025-07-19 14:50:41,51.51028,-0.136411,https://live.staticflickr.com/65535/54670014996_c60097eeca_m.jpg,thegarybravo,202988504@N03,photo,2025-07-19 14:50:41,True,TOURIST
54637323725,65535,b741b5a1c8,Wing Loon Cafe,se1 cafe chinesefood london england unitedkingdom,88,"Wing Loon can be found at 130 Lower Marsh, SE1 7AE. A plate of beef ho fun cost me £9.80 and was perfectly delicious. I did not photograph the food here on account of being ravenous, it was about 3pm and the first thing I'd eaten all day.",2025-07-05 15:01:35,51.500375,-0.113756,https://live.staticflickr.com/65535/54637323725_b741b5a1c8_m.jpg,andrewjhaz,36397281@N00,photo,2025-07-05 15:01:35,True,TOURIST
54492092971,65535,620dba37a8,20250418_69401,london victoriaandalbertmuseum cafe food,107,,2025-04-18 13:28:26,51.497413,-0.172478,https://live.staticflickr.com/65535/54492092971_620dba37a8_m.jpg,Tom Spaulding,29574002@N00,photo,2025-04-18 13:28:26,True,TOURIST
54492092971,65535,620dba37a8,20250418_69401,london victoriaandalbertmuseum cafe food,107,,2025-04-18 13:28:26,51.497413,-0.172478,https://live.staticflickr.com/65535/54492092971_620dba37a8_m.jpg,Tom Spaulding,29574002@N00,photo,2025-04-18 13:28:26,True,TOURIST
54568321510,65535,8afd6ececf,20250414_69183,london stokenewington cafe painauchocolat coffee,119,"La Duchesse
10 Stoke Newington Church St, London N16 0LU, United Kingdom",2025-04-14 16:12:49,51.562183,-0.074323,https://live.staticflickr.com/65535/54568321510_8afd6ececf_m.jpg,Tom Spaulding,29574002@N00,photo,2025-04-14 16:12:49,True,TOURIST
54568321400,65535,ef8e8b5b57,20250414_69181,london stokenewington cafe,85,"La Duchesse
10 Stoke Newington Church St, London N16 0LU, United Kingdom",2025-04-14 16:11:35,51.562236,-0.074348,https://live.staticflickr.com/65535/54568321400_ef8e8b5b57_m.jpg,Tom Spaulding,29574002@N00,photo,2025-04-14 16:11:35,True,TOURIST
54327186915,65535,68e30d7a10,"Camera Museum, London",london uk unitedkingdom england cameramuseum camera cafe film history antique kodak polaroid tottenhamcourt shop flickr21challenge,296,"Upstairs is a cafe and secondhand shop, and below a camera museum.",2023-06-05 13:02:09,51.517616,-0.126278,https://live.staticflickr.com/65535/54327186915_68e30d7a10_m.jpg,Viv Lynch,68894626@N00,photo,2023-06-05 13:02:09,True,TOURIST
54392091555,65535,b36a27bfed,Pastry Aux Merveilleux de Fred,britain england unitedkingdom uk trip vacation visit london pastryauxmerveilleuxdefred pastries stpancras stpancrasinternational stpancrasrailwaystation stpancrasstation frenchbakery cafe,93,At St. Pancras.,2025-03-16 10:47:56,51.530383,-0.125698,https://live.staticflickr.com/65535/54392091555_b36a27bfed_m.jpg,edenpictures,10485077@N06,photo,2025-03-16 10:47:56,True,TOURIST
54393077127,65535,30cb05fe99,Moon Art Cafe,britain england unitedkingdom uk trip vacation visit london cafe bakery moonartcafe kingscrossroad,94,A sweet little coffee bakery on Kings Cross Road.,2025-03-17 11:26:05,51.526672,-0.113675,https://live.staticflickr.com/65535/54393077127_30cb05fe99_m.jpg,edenpictures,10485077@N06,photo,2025-03-17 11:26:05,True,TOURIST
54392091555,65535,b36a27bfed,Pastry Aux Merveilleux de Fred,britain england unitedkingdom uk trip vacation visit london pastryauxmerveilleuxdefred pastries stpancras stpancrasinternational stpancrasrailwaystation stpancrasstation frenchbakery cafe,93,At St. Pancras.,2025-03-16 10:47:56,51.530383,-0.125698,https://live.staticflickr.com/65535/54392091555_b36a27bfed_m.jpg,edenpictures,10485077@N06,photo,2025-03-16 10:47:56,True,TOURIST
54327186915,65535,68e30d7a10,"Camera Museum, London",london uk unitedkingdom england cameramuseum camera cafe film history antique kodak polaroid tottenhamcourt shop flickr21challenge,296,"Upstairs is a cafe and secondhand shop, and below a camera museum.",2023-06-05 13:02:09,51.517616,-0.126278,https://live.staticflickr.com/65535/54327186915_68e30d7a10_m.jpg,Viv Lynch,68894626@N00,photo,2023-06-05 13:02:09,True,TOURIST
54327186905,65535,25ae04e724,"Camera Museum, London",london uk unitedkingdom england cameramuseum camera cafe film history hassleblad antique tottenhamcourt shop,45,"Upstairs is a cafe and secondhand shop, and below a camera museum.",2023-06-05 13:17:49,51.517616,-0.126278,https://live.staticflickr.com/65535/54327186905_25ae04e724_m.jpg,Viv Lynch,68894626@N00,photo,2023-06-05 13:17:49,True,TOURIST
54372429612,65535,b423e75e82,Cafe Millennium,britain england london unitedkingdom uk vacation trip visit diner restaurant cafemillennium cafe chapelmarket eden janine outdoordining sidewalkcafe,76,,2025-03-08 15:10:51,51.533508,-0.109081,https://live.staticflickr.com/65535/54372429612_b423e75e82_m.jpg,edenpictures,10485077@N06,photo,2025-03-08 15:10:51,True,TOURIST
54327186915,65535,68e30d7a10,"Camera Museum, London",london uk unitedkingdom england cameramuseum camera cafe film history antique kodak polaroid tottenhamcourt shop flickr21challenge,296,"Upstairs is a cafe and secondhand shop, and below a camera museum.",2023-06-05 13:02:09,51.517616,-0.126278,https://live.staticflickr.com/65535/54327186915_68e30d7a10_m.jpg,Viv Lynch,68894626@N00,photo,2023-06-05 13:02:09,True,TOURIST
54392091555,65535,b36a27bfed,Pastry Aux Merveilleux de Fred,britain england unitedkingdom uk trip vacation visit london pastryauxmerveilleuxdefred pastries stpancras stpancrasinternational stpancrasrailwaystation stpancrasstation frenchbakery cafe,93,At St. Pancras.,2025-03-16 10:47:56,51.530383,-0.125698,https://live.staticflickr.com/65535/54392091555_b36a27bfed_m.jpg,edenpictures,10485077@N06,photo,2025-03-16 10:47:56,True,TOURIST
54327186905,65535,25ae04e724,"Camera Museum, London",london uk unitedkingdom england cameramuseum camera cafe film history hassleblad antique tottenhamcourt shop,45,"Upstairs is a cafe and secondhand shop, and below a camera museum.",2023-06-05 13:17:49,51.517616,-0.126278,https://live.staticflickr.com/65535/54327186905_25ae04e724_m.jpg,Viv Lynch,68894626@N00,photo,2023-06-05 13:17:49,True,TOURIST
54327001003,65535,60df9a390e,"Camera Museum, London",london uk unitedkingdom england cameramuseum camera cafe film history tottenhamcourt shop,43,"Upstairs is a café and secondhand shop, and below a camera museum.",2023-06-05 13:00:56,51.517616,-0.126278,https://live.staticflickr.com/65535/54327001003_60df9a390e_m.jpg,Viv Lynch,68894626@N00,photo,2023-06-05 13:00:56,True,TOURIST
54016206120,65535,50b0fb2f52,Dining with Banksy,uk london bondstreet sothebys cafe caff banksy forsale londonist,67,Seen in Sotheby's caff,2024-09-23 12:16:18,51.511794,-0.143795,https://live.staticflickr.com/65535/54016206120_50b0fb2f52_m.jpg,simon_white,83398740@N00,photo,2024-09-23 12:16:18,True,TOURIST
54099523122,65535,b9ab8897b1,notimeforcoffee,london metro coffeeshop coffee cafe underground commuter railwaystation,385,afternoon rush hours. everyone was running to the metro without stopping to the coffee shop. the blue colour was also something interesting to observed. ,2024-10-09 18:22:26,51.507467,-0.122662,https://live.staticflickr.com/65535/54099523122_b9ab8897b1_m.jpg,Ldcha,162720065@N03,photo,2024-10-09 18:22:26,True,TOURIST
54099523122,65535,b9ab8897b1,notimeforcoffee,london metro coffeeshop coffee cafe underground commuter railwaystation,385,afternoon rush hours. everyone was running to the metro without stopping to the coffee shop. the blue colour was also something interesting to observed. ,2024-10-09 18:22:26,51.507467,-0.122662,https://live.staticflickr.com/65535/54099523122_b9ab8897b1_m.jpg,Ldcha,162720065@N03,photo,2024-10-09 18:22:26,True,TOURIST
53899016019,65535,5854d85303,pedalo 20,pedalo serpentine cafe lido,10081,,2024-07-22 16:13:54,51.506011,-0.169301,https://live.staticflickr.com/65535/53899016019_5854d85303_m.jpg,MJL999,187676294@N06,photo,2024-07-22 16:13:54,True,TOURIST
53899016019,65535,5854d85303,pedalo 20,pedalo serpentine cafe lido,10081,,2024-07-22 16:13:54,51.506011,-0.169301,https://live.staticflickr.com/65535/53899016019_5854d85303_m.jpg,MJL999,187676294@N06,photo,2024-07-22 16:13:54,True,TOURIST
53860676723,65535,c806463619,"Dim T, Victoria",jacqistravels jacqisuktravels day04europe2024 europeantrip2024 cafe restaurant eatery,17,"Dim T in Wilton Road, Victoria, London. I had <a href=""https://www.flickr.com/photos/jacqib/53860797479"">lunch</a> here today. The place I wanted to eat at, Patisserie Valerie next door, had a sign saying it is permanently closed.

Victoria, London, England.

Travel Europe Day 4.
Monday, 15th July 2024.

20240715_140052",2024-07-15 14:00:52,51.492963,-0.141917,https://live.staticflickr.com/65535/53860676723_c806463619_m.jpg,Jacqi B,40578127@N00,photo,2024-07-15 14:00:52,True,TOURIST
